AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A689022,,2014-09-29 09:00:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby
A719341,Mac,2016-01-26 13:14:00,Transfer,Partner,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby
A664593,Chiquilla,2013-10-09 13:39:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
A688253,Olive,2014-09-21 17:43:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black
A616229,Rebecca,2015-11-21 15:21:00,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black/White
A718932,Estrella,2016-01-16 16:46:00,Transfer,Partner,Dog,Spayed Female,1 year,Rat Terrier Mix,White/Chocolate
A682529,Chelsea,2014-07-11 15:35:00,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
A677047,Terra,2014-04-22 11:21:00,Transfer,Partner,Dog,Intact Male,3 years,Shih Tzu,White/Black
A679161,,2014-07-17 14:27:00,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever/German Shepherd,Buff
A689175,Daisy,2014-10-12 18:49:00,Adoption,,Dog,Spayed Female,3 years,German Shepherd Mix,Tan/Black
A673743,Blacky,2014-12-11 18:39:00,Return_to_owner,,Dog,Neutered Male,1 year,Pug Mix,Brown/White
A693753,Chacota,2014-12-14 14:55:00,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever/Border Terrier,Brown Brindle
A656273,Pewter,2013-11-18 14:22:00,Adoption,,Cat,Neutered Male,6 months,Domestic Medium Hair Mix,Blue/White
A684307,Phoenix,2014-08-04 15:47:00,Transfer,Partner,Dog,Intact Male,1 year,Miniature Schnauzer Mix,White
A669449,Rusty,2015-01-11 16:18:00,Adoption,,Dog,Neutered Male,10 years,Vizsla,Red
A699782,,2015-04-02 00:00:00,Transfer,Partner,Dog,Intact Female,3 years,Shih Tzu Mix,White
A575017,Sam,2015-01-19 14:24:00,Euthanasia,Suffering,Dog,Neutered Male,16 years,Dachshund Mix,Red
A709871,,2015-08-15 09:00:00,Transfer,SCRP,Cat,Intact Male,5 months,Siamese Mix,Lilac Point
A705741,,2015-06-20 17:43:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Torbie
A664292,,2013-10-02 23:57:00,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby/White
A717526,Mars,2015-12-13 17:34:00,Adoption,,Dog,Neutered Male,3 years,Maltese Mix,White
A370852,Katie,2013-11-08 13:19:00,Return_to_owner,,Dog,Spayed Female,9 years,Chihuahua Shorthair Mix,Tan
A668084,Scout,2013-11-29 15:59:00,Return_to_owner,,Dog,Intact Male,6 months,Catahoula/Boxer,Blue Merle
A716961,,2015-12-01 08:02:00,Euthanasia,Suffering,Dog,Intact Female,4 weeks,Chihuahua Longhair Mix,Tan
A672735,Nadia,2014-03-16 13:37:00,Transfer,Partner,Dog,Intact Female,1 year,Staffordshire Mix,White/Gray
A714372,Whittlesey,2015-12-09 11:02:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A668661,Randy Quaid,2013-12-11 15:09:00,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Black
A694838,Biscotti,2015-01-20 14:41:00,Transfer,Partner,Dog,Intact Female,2 years,Border Collie Mix,Black/White
A693693,Lucky,2015-10-31 16:59:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Fawn/White
A687827,Pretzel,2014-09-14 14:57:00,Transfer,Partner,Dog,Intact Male,5 months,Pit Bull Mix,Black/White
A677013,Leo,2014-05-16 17:16:00,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A694611,Roscoe,2015-09-26 16:53:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,White/Blue
A678088,June,2014-06-24 16:39:00,Adoption,,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,Orange Tabby/White
A678125,Daenerys,2014-07-13 18:22:00,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A673387,Alex,2014-03-02 16:43:00,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby/White
A684362,Bella,2014-11-11 17:41:00,Adoption,,Cat,Spayed Female,5 months,Siamese Mix,Tortie Point
A686587,Precious,2014-08-25 08:42:00,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Tortie
A694237,Valentine,2014-12-23 09:31:00,Euthanasia,Suffering,Dog,Intact Male,3 years,Standard Poodle Mix,Black
A684378,,2014-07-22 17:34:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black
A670198,Juicy,2014-04-16 17:53:00,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A693967,Betty,2014-12-28 18:59:00,Adoption,,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,White/Brown
A711096,Dahlia,2016-02-11 17:49:00,Adoption,,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,Blue/White
A684002,,2014-07-18 18:25:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby/White
A664629,,2013-10-06 15:45:00,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Medium Hair Mix,Orange Tabby
A684071,,2014-07-22 18:47:00,Adoption,,Dog,Spayed Female,1 year,Cairn Terrier Mix,Tan
A686339,Cody,2015-05-21 12:17:00,Return_to_owner,,Dog,Intact Male,12 years,Boxer Mix,Tan/White
A691345,Jelly Bean,2014-11-09 14:47:00,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Brown/White
A708830,,2015-12-02 12:41:00,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Blue
A705964,Vera,2015-06-30 19:07:00,Adoption,,Dog,Spayed Female,6 months,Rhod Ridgeback/Plott Hound,Brown/White
A632333,Charcoal,2013-10-09 18:38:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Blue/White
A682374,Moonshine,2014-07-06 16:54:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A675682,,2014-04-01 14:35:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Cream Tabby
A679699,Jake,2014-06-01 17:20:00,Adoption,,Dog,Neutered Male,3 years,Jack Russell Terrier Mix,White/Tan
A692297,Alvin,2014-11-30 17:48:00,Adoption,,Dog,Neutered Male,5 years,Flat Coat Retriever Mix,Black
A712440,Mary Kate,2015-11-09 18:52:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A706010,Maggie,2015-07-04 14:51:00,Adoption,,Dog,Spayed Female,8 years,Labrador Retriever/Chinese Sharpei,Black/White
A680096,,2014-05-29 17:51:00,Euthanasia,Suffering,Cat,Unknown,4 weeks,Domestic Shorthair,Black
A704195,Bullet,2015-06-13 11:39:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Red/White
A688964,Linus,2014-11-10 19:40:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A695654,Asha,2015-01-27 14:06:00,Euthanasia,Suffering,Dog,Intact Female,8 months,Labrador Retriever Mix,Black
A720437,Lily,2016-02-12 17:58:00,Return_to_owner,,Dog,Intact Female,2 months,Bullmastiff,Tan/Black
A705252,Doogie,2015-06-15 19:18:00,Transfer,Partner,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Brown Brindle
A664359,Lula Belle,2013-10-13 18:10:00,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog/Border Collie,White/Tricolor
A689110,,2014-09-30 09:00:00,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A676340,Charles,2014-06-05 14:37:00,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A681930,Veronica,2014-07-13 17:59:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A719736,Bevo,2016-01-30 15:10:00,Return_to_owner,,Dog,Intact Male,10 months,Pit Bull Mix,Blue/White
A691408,Wally,2014-11-13 17:29:00,Return_to_owner,,Dog,Neutered Male,9 years,Pit Bull Mix,White/Tan
A680143,,2014-05-31 11:21:00,Transfer,Partner,Dog,Intact Male,2 days,Labrador Retriever Mix,Black/White
A676333,Trigger,2014-04-09 17:44:00,Return_to_owner,,Dog,Neutered Male,2 months,German Shepherd Mix,Black/Brown
A676212,,2014-04-06 15:23:00,Transfer,Partner,Cat,Unknown,6 days,Domestic Shorthair Mix,Gray
A669187,Chuy,2013-12-20 11:16:00,Adoption,,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Brown
A705086,Bruce,2015-06-23 18:51:00,Return_to_owner,,Dog,Neutered Male,5 years,Pit Bull Mix,Tan
A697230,Minena,2015-02-20 17:35:00,Euthanasia,Suffering,Cat,Intact Female,9 years,Domestic Shorthair Mix,Black
A717822,Quinn,2016-02-06 17:44:00,Adoption,Foster,Dog,Spayed Female,1 month,Miniature Poodle Mix,Brown
A714667,Spirit,2015-10-26 16:50:00,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A708116,Melbourne,2015-07-28 17:22:00,Adoption,,Dog,Neutered Male,5 months,Australian Cattle Dog Mix,Blue Merle/Tan
A708411,Bravi,2016-02-15 11:48:00,Return_to_owner,,Dog,Neutered Male,2 years,Carolina Dog Mix,Red/White
A681539,Orson,2014-07-08 14:44:00,Transfer,Partner,Cat,Neutered Male,12 years,Domestic Shorthair Mix,Black
A682534,,2014-07-04 18:42:00,Transfer,Partner,Dog,Neutered Male,4 months,Plott Hound Mix,Black/Blue Merle
A691301,Major,2014-11-06 16:59:00,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A699917,,2015-04-08 00:00:00,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A686535,,2014-08-24 09:00:00,Transfer,SCRP,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black
A681582,Walter,2014-07-05 18:14:00,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown/Gray
A703749,Hellen,2015-06-03 14:31:00,Transfer,Partner,Cat,Intact Female,14 years,Siamese Mix,Lynx Point
A711621,Lexi,2015-10-18 15:42:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White
A672745,Dottie,2014-02-25 11:41:00,Euthanasia,Behavior,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,White/Red
A659891,Rebel,2015-08-16 15:54:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/White
A718528,Roxie,2016-01-07 14:29:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Red/White
A689037,,2014-09-29 09:00:00,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Medium Hair Mix,Black/White
A675113,Spot,2014-03-30 15:03:00,Adoption,,Dog,Neutered Male,11 months,Australian Cattle Dog/Jack Russell Terrier,White/Black
A702544,Mocha,2015-05-25 11:58:00,Adoption,,Dog,Spayed Female,1 year,Beagle/Black Mouth Cur,Brown/Black
A705835,Kawhi,2015-06-29 17:49:00,Adoption,,Dog,Neutered Male,1 year,German Shepherd/Labrador Retriever,Brown
A670631,,2014-01-18 16:00:00,Euthanasia,Behavior,Dog,Intact Female,1 year,Chinese Sharpei,Tan
A705146,Major,2015-10-17 15:27:00,Adoption,,Dog,Neutered Male,13 years,Jack Russell Terrier Mix,White/Brown
A708774,Chiquita,2015-07-31 14:42:00,Euthanasia,Suffering,Dog,Intact Female,6 years,Chihuahua Shorthair Mix,Brown
A709083,Smokie,2015-08-14 17:21:00,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Black Smoke
A693976,Luigi,2014-12-19 18:24:00,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby
A688494,Michelle,2014-09-26 15:03:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A696645,Ceecee,2015-03-04 16:47:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Tan
A683097,,2014-07-07 13:05:00,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Orange Tabby
A717777,Duke,2015-12-15 18:04:00,Return_to_owner,,Dog,Intact Male,6 months,Leonberger,Brown/Black
A713545,Grimsby,2015-10-13 11:42:00,Transfer,Partner,Dog,Neutered Male,6 months,Border Terrier Mix,White
A692408,Storm,2014-11-20 14:36:00,Euthanasia,Suffering,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White
A670249,Princess,2014-01-10 15:25:00,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,White/Black
A672082,Lola,2014-02-03 17:19:00,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A684001,,2014-07-20 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
A715758,,2015-11-10 11:57:00,Died,In Kennel,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A697378,June,2015-03-18 16:49:00,Adoption,Foster,Dog,Spayed Female,1 month,Chihuahua Shorthair Mix,Tricolor
A686271,,2014-08-23 18:45:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Pug,Brown
A695969,Baby Girl,2015-06-27 14:07:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A678636,Chip,2014-05-11 14:52:00,Return_to_owner,,Dog,Neutered Male,10 years,German Shepherd Mix,Brown/Black
A666018,Harper,2013-11-05 13:55:00,Return_to_owner,,Dog,Neutered Male,2 years,American Bulldog/Pointer,White/Red
A670923,Kayna,2014-02-06 14:01:00,Euthanasia,Behavior,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle
A717553,,2016-01-11 15:24:00,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,White/Brown
A696153,Socks,2015-02-25 08:25:00,Adoption,Foster,Dog,Neutered Male,1 month,Dachshund Mix,Sable/White
A685771,Dixie,2014-08-21 14:00:00,Return_to_owner,,Dog,Intact Female,2 years,Labrador Retriever Mix,Chocolate/White
A576186,Rocco,2014-06-08 18:15:00,Adoption,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Tan/White
A706995,,2015-07-13 17:10:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie/White
A611890,Winston,2014-06-01 15:29:00,Adoption,,Dog,Neutered Male,3 years,Toy Poodle/Yorkshire Terrier,Tricolor
A670439,Duffus,2014-01-09 17:22:00,Return_to_owner,,Dog,Neutered Male,5 years,Labrador Retriever Mix,Yellow
A685354,Gracie,2014-09-17 12:28:00,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Blue/White
A708863,,2015-08-01 15:40:00,Euthanasia,Suffering,Cat,Unknown,1 month,Domestic Shorthair Mix,Brown Tabby
A677236,Coco,2014-04-28 15:43:00,Adoption,,Dog,Spayed Female,1 year,Beagle Mix,Red/White
A700307,,2015-04-12 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A705194,Rambo,2015-06-18 16:08:00,Adoption,,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue Tabby/White
A692789,,2014-11-26 13:05:00,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby/White
A700143,Sunny,2015-04-20 14:08:00,Transfer,Partner,Dog,Spayed Female,2 years,Anatol Shepherd Mix,White/Red
A720534,,2016-02-11 19:26:00,Transfer,SCRP,Cat,Intact Female,,Domestic Shorthair Mix,Brown Tabby/White
A676323,,2014-05-23 12:24:00,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Tricolor
A652352,Leska,2015-11-27 11:59:00,Return_to_owner,,Dog,Spayed Female,4 years,Weimaraner Mix,Fawn/White
A679061,Aeris,2014-06-24 18:37:00,Adoption,,Dog,Spayed Female,9 months,Pit Bull Mix,Black Brindle/White
A694726,Lacy,2015-01-12 00:00:00,Transfer,Partner,Dog,Spayed Female,8 months,Golden Retriever/Labrador Retriever,Gold
A714716,Miley,2015-11-06 16:34:00,Transfer,Partner,Dog,Spayed Female,6 years,Labrador Retriever Mix,Chocolate
A678050,,2014-05-03 16:15:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A660296,Daisy,2014-02-27 15:18:00,Transfer,SCRP,Cat,Spayed Female,10 months,Domestic Medium Hair Mix,Black/White
A678306,Patsy,2014-05-18 17:01:00,Adoption,,Dog,Spayed Female,3 years,Border Collie,Black/White
A684820,Rick,2014-08-06 14:22:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue/White
A682865,Marshall,2014-07-04 15:40:00,Return_to_owner,,Dog,Neutered Male,1 year,German Shepherd Mix,Black/White
A703478,Cole,2015-05-27 17:27:00,Return_to_owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Brown/Black
A693166,Sylvia,2014-12-08 14:58:00,Euthanasia,Suffering,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Tortie
A711130,Clara,2015-12-31 16:55:00,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A667606,Treasure,2014-01-19 16:47:00,Adoption,Offsite,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A689843,,2014-10-14 17:07:00,Adoption,,Dog,Spayed Female,3 months,Australian Cattle Dog Mix,Blue Merle
A705156,,2015-06-19 13:44:00,Transfer,Partner,Dog,Intact Male,1 weeks,American Staffordshire Terrier,Fawn
A702556,Sandy,2015-05-26 12:58:00,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Red/White
A683046,,2014-07-14 13:09:00,Transfer,Partner,Dog,Neutered Male,1 year,German Shorthair Pointer Mix,Liver/White
A714598,,2015-11-08 14:56:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A717540,Sadie,2015-12-10 13:25:00,Return_to_owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black
A664287,Daisy,2013-10-06 17:27:00,Adoption,,Dog,Spayed Female,4 months,Chihuahua Shorthair Mix,Brown/White
A669880,,2013-12-29 18:30:00,Euthanasia,Suffering,Cat,Intact Female,10 years,Domestic Longhair Mix,Calico
A687236,,2014-09-02 18:27:00,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,White/Black
A669138,Nikki,2013-12-18 16:14:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A703400,Molly,2015-07-05 18:11:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A682467,,2014-06-28 13:32:00,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Black/White
A709082,Daisy,2015-09-01 17:14:00,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A716511,Hunter,2015-11-24 16:54:00,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White
A702341,,2015-05-23 14:08:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Buff
A682759,,2014-07-06 08:44:00,Died,In Kennel,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A713918,,2015-10-16 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A702902,,2015-05-20 09:00:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A714715,,2015-10-28 09:16:00,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Medium Hair Mix,Orange Tabby
A717849,Bossco,2015-12-17 13:15:00,Return_to_owner,,Dog,Neutered Male,7 years,Pit Bull Mix,Red
A707807,,2015-07-22 18:48:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby/White
A711393,,2015-09-06 13:41:00,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby
A707253,Goowa,2016-01-29 16:57:00,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Apricot/Brown
A580469,Alex,2013-11-27 11:08:00,Return_to_owner,,Dog,Neutered Male,12 years,Labrador Retriever Mix,Yellow
A702181,Superhero,2015-06-18 15:08:00,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Torbie
A697001,,2015-02-18 14:23:00,Return_to_owner,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Merle
A696273,,2015-02-05 17:35:00,Adoption,,Dog,Spayed Female,3 months,Boxer/Pit Bull,Brown/White
A696115,Stampy,2015-02-04 18:01:00,Adoption,,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Orange Tabby
A694872,,2015-01-05 19:00:00,Euthanasia,Suffering,Cat,Intact Female,8 years,Domestic Medium Hair Mix,White
A695052,Buggs,2015-01-19 14:21:00,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,White/Black
A651015,Clifford,2014-07-21 11:16:00,Transfer,Partner,Dog,Intact Male,4 years,Golden Retriever,Tan
A695257,,2015-01-12 12:13:00,Euthanasia,Suffering,Cat,Neutered Male,12 years,Domestic Longhair Mix,White
A672011,Mabel,2014-03-02 12:34:00,Transfer,Partner,Dog,Spayed Female,7 years,Italian Greyhound Mix,Tricolor
A680380,,2014-07-11 16:52:00,Died,In Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A680884,Mayze,2014-06-19 14:44:00,Transfer,Partner,Dog,Spayed Female,2 years,Dachshund Mix,Black/Brown
A684612,Miller,2014-10-18 19:13:00,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A689943,Boo,2014-10-15 17:19:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A677890,,2014-04-30 17:46:00,Euthanasia,Suffering,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A669995,Ferguson,2014-01-06 18:40:00,Adoption,,Cat,Intact Male,4 months,Domestic Longhair Mix,White/Blue
A670715,Jax,2014-01-16 15:48:00,Return_to_owner,,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black/White
A691697,Lagarto,2014-11-18 13:30:00,Transfer,Partner,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,White/Tan
A670598,Pete,2014-01-18 15:17:00,Adoption,,Dog,Neutered Male,1 year,Harrier Mix,Tricolor
A691990,Lucy,2014-11-30 14:21:00,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Yellow/White
A681829,,2014-06-20 18:28:00,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black
A699870,Perro,2015-04-14 14:08:00,Euthanasia,Aggressive,Dog,Intact Female,2 years,Boxer/Black Mouth Cur,Brown/White
A703891,Jaguar,2015-06-06 13:05:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black
A700961,Wishbone,2015-08-22 17:07:00,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A689095,,2014-09-29 14:33:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue
A702032,Stanley,2015-05-11 12:00:00,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A674516,Tatiana,2014-03-14 16:55:00,Return_to_owner,,Dog,Spayed Female,4 years,Shih Tzu Mix,Sable/White
A690364,Lyndon,2014-10-23 12:17:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A686021,Stanley,2014-08-20 15:33:00,Euthanasia,Suffering,Dog,Intact Male,6 months,Pit Bull Mix,Blue/White
A668009,,2013-11-29 12:52:00,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Brown Tabby
A708390,Stella,2015-08-02 18:49:00,Adoption,,Dog,Spayed Female,2 years,Flat Coat Retriever Mix,Black/White
A648236,Max,2014-02-26 16:50:00,Return_to_owner,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Tick/White
A682383,,2014-07-01 17:04:00,Adoption,,Dog,Spayed Female,2 months,Pomeranian Mix,Tan
A688455,Alex,2014-10-17 19:24:00,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A686722,Mister Frodo,2014-08-31 12:38:00,Adoption,,Cat,Intact Male,1 year,Domestic Shorthair Mix,Blue
A678632,Bernard,2014-05-22 17:47:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A693985,Max,2016-01-13 13:26:00,Transfer,Partner,Dog,Neutered Male,2 years,Basenji/Jack Russell Terrier,White/Brown
A716373,,2016-01-05 14:04:00,Adoption,,Dog,Spayed Female,2 months,Boxer Mix,Black/Brown Brindle
A678324,Willie,2014-07-11 14:37:00,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
